image_path,prompt,prediction
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG178.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG340.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG123.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG508.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG292.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG044.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG379.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG025.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG492.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG246.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG039.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG082.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG132.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG013.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG279 - Copy.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG252.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG510.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There is normal appearing breast tissue with some mild residual fibroglandular tissue.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG058.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,Carcinoma
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG040.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG184.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG401.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG297.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG193.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG426.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG362.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG320.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG005.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG120.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG230.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG119.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG407.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG100.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG367.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG260.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG269.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG158.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG402.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG245.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG217.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG095.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG016.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG463.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The breast tissue is scarring and distorting the implant.  There is no mass.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG041.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG131.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG171.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG504.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG303.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG121.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG370.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG491.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG183.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG324.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG019.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG433.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG094.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG389.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG473.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"There are calcifications in the left breast, not present on the mammogram from one year prior."
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG427.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG060.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG149.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG441.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG003.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG478.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG032.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG419.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG253.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG221.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG456.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The breast tissue is scarring and distorting the implant.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG496.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG486.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG185.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG346.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG405.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG126.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG462.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The breast tissue is scarsred and is not able to be used for breast reconstruction.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG128.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG233.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG309.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG188.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG191.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG219.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG122.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG484.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG298.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG089.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG352.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG448.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast extremely density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG034.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG421.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG267.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG483.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG459.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG075.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG202.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG162.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG014.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG142.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG164.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG069.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG348.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG366.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG453.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG305.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG471.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG479.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG439.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG392.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG244.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG342.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG031.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG103.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG274.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG349.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG189.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG240.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG472.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG343.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG045.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG159.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG368.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG220.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG395.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG468.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG228.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG112.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG326.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG505.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG416.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG241.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
